Species,DISEASE,AGENT,TYPE,SYNDROME,MEASURES,Source,Source_1,souce,Soure
Salmo salar,Freshwater protozoa,Trichodina sp.,Ectoparasites,Irritation response; heavy and laboured operculum movements; flashing and rubbing; skin cloudiness caused by excess mucus; focal redness; lethargy,Formalin baths,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A14,NA,NA,NA
Salmo salar,Freshwater protozoa,Ichthyophthirius,Ectoparasites,Irritation response; heavy and laboured operculum movements; flashing and rubbing; skin cloudiness caused by excess mucus; focal redness; lethargy,Formalin baths,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A15,NA,NA,NA
Salmo salar,Gyrodactylosis,Gyrodactylus salaris,Ectoparasites,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=504,NA,NA,NA
Salmo salar,Myxozoan,Henneguya salminicola ,Ectoparasites,NA,NA,https://en.wikipedia.org/wiki/Columnaris,NA,NA,NA
Salmo salar,Columnaris ,Flavobacterium columnare,Bacterium,NA,NA,https://en.wikipedia.org/wiki/Columnaris,NA,NA,NA
Salmo salar,Myxozoan,Myxobolus cerebralis,Ectoparasites,NA,NA,https://en.wikipedia.org/wiki/Myxobolus_cerebralis,NA,NA,NA
Salmo salar,Mouth rot,Tenacibaculum finnmarkense,Bacterium,NA,NA,Hjeltnes et al. 2016,Seawatch,NA,NA
Salmo salar,Heart and Skeletal Muscle Inflammation ,Piscine Reovirus,Virus,NA,NA,"Garseth ÅH, Fritsvold C, Svendsen JC, Jensen BB, Mikalsen AB. Cardiomyopathy syndrome in Atlantic salmon Salmo salar L.: A review of the current state of knowledge. J Fish Dis. 2018;41:11–26. https://doi.org/10.1111/jfd.12735",Seawatch,NA,NA
Salmo salar,NA,Paranucleospora theridion,Ectoparasites,NA,NA,"Di Cicco, E., Ferguson, H.W., Schulze, A.D., Kaukinen, K.H., Li, S., Vanderstichel, R., Wessel, Ø., Rimstad, E., Gardner, I.A., Hammell, K.L., Miller, K.M., 2017. Heart and skeletal muscle inflammation (HSMI) disease diagnosed on a British Columbia salmon farm through a longitudinal farm study. PLOS ONE. 12, e0171471.",NA,NA,NA
Salmo salar,NA,Kudoa thyrsites,Ectoparasites,NA,NA,"Di Cicco, E., Ferguson, H.W., Schulze, A.D., Kaukinen, K.H., Li, S., Vanderstichel, R., Wessel, Ø., Rimstad, E., Gardner, I.A., Hammell, K.L., Miller, K.M., 2017. Heart and skeletal muscle inflammation (HSMI) disease diagnosed on a British Columbia salmon farm through a longitudinal farm study. PLOS ONE. 12, e0171471.",NA,NA,NA
Salmo salar,NA,Piscine myocarditis virus,Virus,NA,NA,NA,NA,NA,NA
Salmo salar,CMS,Piscine Reovirus,Virus,NA,NA,NA,NA,NA,NA
Salmo salar,Pancreatic disease,Salmon Alpha Virus,Virus,NA,NA,NA,NA,NA,NA
Salmo salar,Sea lice,Caligus rogercresseyi,Ectoparasites,NA,NA,NA,NA,NA,NA
Salmo salar,Nematode,Hysterothylacium aduncum,Endoparasites,NA,NA,NA,NA,NA,NA
Salmo salar,Sea lice,Lepioptheirus salmonis,Ectoparasites,NA,NA,NA,NA,NA,NA
Salmo salar,Vibriosis,Vibrio anguillarum,Bacterium,NA,NA,NA,NA,NA,NA
Salmo salar,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,NA,NA,NA,NA
Salmo salar,Infective Haematopoietic Necrosis,IHN,Virus,"Erratic swimming eventually floating upside down whilst breathing rapidly after which death occurs; eyes bulge; bleeding from base of pectoral fins, dorsal fin and vent",As above,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_mykiss/en#tcNA00D15,NA,NA,NA
Chanos chanos,Nematode infestation,Capillariasp.,Parasitic nematode,"Emaciated, although shows good appetite in early stage, then weakens, becomes listless, loses appetite & colour pattern darkens; fin & tail rot and skin patches/sores; faeces white & stringy/slimy; scrapes belly against bottom or may start to tremble; larval stage of parasite located in muscle tissue & can be seen through skin, appearing either coiled up or rod-like","Administer trichlorfon (with caution for small fish); niclosamide, levamisole or mebendazole mixed in feed",http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A0,NA,NA,NA
Chanos chanos,Anchor worm disease,Lernaea cyprinacea,Parasitic copepod,"Parasite visible on skin, head embedded deep in the tissues of the host; haemorrhages and open wounds at site of infection; weight loss; respiratory difficulties; sluggishness; red areas; ulcers; scale loss; fin damage; scraping and sometimes hanging vertically or belly up; parasite length 5 to 22 mm",KMnO4 bath or 0.8-1.1% NaCl (KMnO4 may be lethal to small fish at dosages required to kill Lernaea),http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A1,NA,NA,NA
Chanos chanos,Trichodinosis,Trichodinasp.,Protozoan parasite,"Slime covers skin like fog, fins clamped and denuded of tissue",250 ml/litre formalin bath for 15 min,http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A2,NA,NA,NA
Chanos chanos,Scolex infestation,Scolex pleuronectis,Helminth parasite,Infestation occurs commonly in the intestine,None stated,http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A3,NA,NA,NA
Chanos chanos,Cryptobia Infestation,Cryptobiasp.,Protozoan parasite,Dark coloration; increased mucus build-up; occasional appearance of skin lesions followed by scale loss; difficult or rapid breathing; reduced appetite and weight loss; secondary bacterial infections in advanced stage leading to pale and/or red skin patches and skin & fin rot,Treat with formaldehyde (250 ml/litre) or 10mg/litre malachite green; place infected fish in freshwater bath or treat with effective antibacterial agents,http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A4,NA,NA,NA
Chanos chanos,Caligus infestation,Caligus longipedis,Parasitic copepod,Loss of appetite; lethargic swimming; excess mucus production; lumpy body surface,Dip infected fish in freshwater (makes transparent parasite visible); bathe in 150 ppm H2 02 for 30 minutes,http://www.fao.org/fishery/culturedspecies/Chanos_chanos/en#tcNA00A5,NA,NA,NA
Chanos chanos,IPN (Infectious Pancreatic necrosis),IPN,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",No treatment; statutory controls; biosecurity; broodstock screening; vaccines being developed,http://www.fao.org/fishery/culturedspecies/Salmo_salar/en#tcNA00A2,NA,NA,NA
Siganus rivulatus,NA,Glyphidohaptor plectocirra,Parasite,NA,NA,https://www.cabi.org/ISC/datasheet/64225,NA,NA,NA
Siganus rivulatus,NA,Hatschekia siganicola,Parasite,NA,NA,https://www.cabi.org/ISC/datasheet/64226,NA,NA,NA
Siganus rivulatus,NA,Nerocila bivittata,Parasite,NA,NA,https://www.cabi.org/ISC/datasheet/64227,NA,NA,NA
Siganus rivulatus,NA,Nothobomolochus neomediterraneus,Parasite,NA,NA,https://www.cabi.org/ISC/datasheet/64228,NA,NA,NA
Siganus rivulatus,NA,Polylabris mamaevi,Parasite,NA,NA,https://www.cabi.org/ISC/datasheet/64229,NA,NA,NA
Lates calcarifer,Viral nervous necrosis (VNN),Lates calcariferencephalitis virus,Virus,Pale or dark colouration; erratic swimming behaviour; spiral swimming; bloating; 'fainting'; extensive vacuolation of the brain & spinal cord; generally encountered during hatchery phase,Screening of broodstock; low larval rearing densities; optimal larval nutrition; improved broodstock nutrition; improved hatchery hygiene,NA,NA,NA,NA
Lates calcarifer,Lymphocystis,Lymphocystis virus,Virus,Wart-like growths on skin & fins; generally only fatal if infection severe & associated with very poor environmental conditions,Removal of infected fish; improved environment,NA,NA,NA,NA
Lates calcarifer,Vibriosis,Vibrio harveyi,Bacteria,"Marine fish with darkening; lethargy; anorexia; reddened ulcerations on body; reddened abdominal fluid; associated with nursery systems, poor environment & skin trauma",Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Vibriosis,Vibrio spp.,Bacteria,"Marine fish with darkening; lethargy; anorexia; reddened ulcerations on body; reddened abdominal fluid; associated with nursery systems, poor environment & skin trauma",Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Bacterial haemorrhagic septicaemia,Aeromonas hydrophila,Bacteria,Freshwater fish with irregular reddened skin ulcerations; lethargy; anorexia; reddened abdominal fluid; pale gills; associated with poor environment & skin trauma,Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Bacterial haemorrhagic septicaemia,Aeromonas sobria,Bacteria,Freshwater fish with irregular reddened skin ulcerations; lethargy; anorexia; reddened abdominal fluid; pale gills; associated with poor environment & skin trauma,Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Bacterial haemorrhagic septicaemia,Aeromonas caviae,Bacteria,Freshwater fish with irregular reddened skin ulcerations; lethargy; anorexia; reddened abdominal fluid; pale gills; associated with poor environment & skin trauma,Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Bacterial haemorrhagic septicaemia,Aeromonas spp,Bacteria,Freshwater fish with irregular reddened skin ulcerations; lethargy; anorexia; reddened abdominal fluid; pale gills; associated with poor environment & skin trauma,Improved environment; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Integumentary bacteriosis,Pseudomona ssp.,Bacteria,Irregular reddened skin ulcerations; loss of scales; associated with poor environment & skin trauma,Improved environment; increased water exchange,NA,NA,NA,NA
Lates calcarifer,Streptococcosis,Streptococcus iniae,Bacterium,Darkened fish; anorexia; pale gills; reddened abdominal fluid; reddened abdominal organs & inner wall,Antibiotic treatment; vaccination,NA,NA,NA,NA
Lates calcarifer,Bacterial gill disease,Flavobacterium spp.,Bacteria,Swimming at water surface; gulping; rapid opercular movement; excess mucus on gills; white patches on gills; most commonly occurs in nursery phase,"Improve water quality; treatment with salinity reversal, potassium permanganate or quaternary ammonium baths; increase water exchange; reduce stocking density",NA,NA,NA,NA
Lates calcarifer,Bacterial gill disease,Cytophaga spp.,Bacteria,Swimming at water surface; gulping; rapid opercular movement; excess mucus on gills; white patches on gills; most commonly occurs in nursery phase,"Improve water quality; treatment with salinity reversal, potassium permanganate or quaternary ammonium baths; increase water exchange; reduce stocking density",NA,NA,NA,NA
Lates calcarifer,Bacterial peritonitis,Aeromonas hydrophila,Bacteria,Darkened fish; lethargy; swollen abdomen; adhesions & bad smelling fluid in abdomen; abdominal fistulas; more common in recirculation systems,Cull affected fish; antibiotic treatment,NA,NA,NA,NA
Lates calcarifer,Bacterial enteritis,Various Gram-negative bacteria,Bacteria,Acute disease in intensive larval rearing systems; anorexia; pin heads; darkened fish & death,Cull affected larval batch,NA,NA,NA,NA
Lates calcarifer,Epitheliocystis,Chlamydia,Bacterium,Swimming at water surface; rapid opercular movements; disease rare but seen in marine fish & in recirculation systems,None known,NA,NA,NA,NA
Lates calcarifer,Chilodonelliasis,Chilodonella spp.,Protozoa,Swimming at water surface; rapid opercula movement; flared opercula; seen in poor environmental conditions & in weakened fish,"Treatment with salt, formalin or potassium permanganate bath or combinations",NA,NA,NA,NA
Lates calcarifer,Chilodonelliasis,Chilodonella hexasticha,Protozoa,Swimming at water surface; rapid opercula movement; flared opercula; seen in poor environmental conditions & in weakened fish,"Treatment with salt, formalin or potassium permanganate bath or combinations",NA,NA,NA,NA
Lates calcarifer,Trichodiniasis,Trichodina complex spp.,Protozoa,"Swimming at water surface; rapid opercular movements; excess gill mucus; typically follows cold water temperatures, high organic loads & high stocking densities",Increase water exchange; treatment with salt or formalin bath,NA,NA,NA,NA
Lates calcarifer,Ichthyobodosis (costiasis),Ichthyobodo necator,Protozoa,'Flashing'; rubbing skin on surfaces; opaque patches on skin; raised scales; swimming at water surface; rapid opercular movements; flared opercula,Treatment with salinity reversal; formalin or potassium permanganate bath,NA,NA,NA,NA
Lates calcarifer,Piscinoodiniasis,Piscinoodiniumsp.,Protozoa,Found in freshwater: In young fish opaque patches or a greenish discolouration of the skin; patches of skin lifting of surface & ulcers In older fish rapid opercular movements; excess gill mucus; dark green gill colour,Treatment with salt bath,NA,NA,NA,NA
Lates calcarifer,Amyloodiniasis,Amyloodinium ocellatum,Protozoa,Found in marine conditions: In young fish opaque patches or a green discolouration of the skin; patches of skin lifting of surface & ulcersIn older fish rapid opercular movements; excess gill mucus; dark green gill colour More common in broodstock and in raceways; associated with low water temperatures or rapid drops in temperature,"Treatment with freshwater, copper, formalin or hydrogen peroxide bath",NA,NA,NA,NA
Lates calcarifer,Red sore disease,Epistylis sp.,Protozoa,Skin ulcers in freshwater pond fish; raised fluffy surface & secondary bacterial infections,Reduce organic levels in water; treatment with formalin bath,NA,NA,NA,NA
Lates calcarifer,Gill fluke,Diplectanum sp.,Monogean trematodes,Rapid opercular movements; anorexia; white areas on gills,"Treatment with salinity reversal, formalin, organo-phosphate or praziquantel bath",NA,NA,NA,NA
Lates calcarifer,Skin fluke,Neobenedinia melleni,Monogean trematodes,Marine fish with opaque cornea; white patches on skin; skin ulcers; associated with high salinity & cool water temperatures,Treatment in freshwater or hydrogen peroxide bath,NA,NA,NA,NA
Lates calcarifer,Gill fluke,Dactylogyrus sp.,Monogean trematodes,Rapid opercular movements; anorexia; white areas on gills,"Treatment with salinity reversal, formalin, organo-phosphate or praziquantel bath",NA,NA,NA,NA
Lates calcarifer,Skin fluke,Gyrodactylus spp.,Monogean trematodes,Marine fish with opaque cornea; white patches on skin; skin ulcers; associated with high salinity & cool water temperatures,Treatment in freshwater or hydrogen peroxide bath,NA,NA,NA,NA
Lates calcarifer,Myxosporidiosis,Kudoa sp.,Spore-forming protozoa,Disease uncommon but histologically spore cysts seen in gill filaments (Henneguya sp.) & brain (Kudoa sp.),None known,NA,NA,NA,NA
Lates calcarifer,Myxosporidiosis,Henneguya sp.,Spore-forming protozoa,Disease uncommon but histologically spore cysts seen in gill filaments (Henneguya sp.) & brain (Kudoa sp.),None known,NA,NA,NA,NA
Lates calcarifer,Microsporidiosis,Pleistophora sp.,Spore-forming protozoa,Raised lumps on skin; soft white nodules in muscle,None known,NA,NA,NA,NA
Lates calcarifer,Integumentary mycosis,Saprolegnia spp.,Fungi,"Raised, fluffy growths on skin & fins; associated with low water temperatures & skin trauma",Salinity reversal and formalin baths; do not handle fish when water temperatures low,NA,NA,NA,NA
Lates calcarifer,Integumentary mycosis, Achlya spp.,Fungi,"Raised, fluffy growths on skin & fins; associated with low water temperatures & skin trauma",Salinity reversal and formalin baths; do not handle fish when water temperatures low,NA,NA,NA,NA
Lates calcarifer,Fish louse,Argulus sp.,Copepod,Disc-shaped parasite visible on skin; red foci; darkening,Treatment in organophosphate bath,NA,NA,NA,NA
Lates calcarifer,Anchor worm,Lernaea sp.,Copepod,Thin body of female parasite visible on skin with small red ulcer where parasite penetrates skin,Treatment in organophosphate bath,NA,NA,NA,NA
Lates calcarifer,White spot,Cryptocaryon irritans,Protozoa,'Flashing'; rubbing skin on surfaces; anorexia; swimming at water surface; white spots on skin & fins,"Treatment with salinity reversal, formalin baths or combinations; treatment in copper bath for marine fish",NA,NA,NA,NA
Lates calcarifer,Columnaris disease,Tenacibaculum marinimum,Bacteria,"Pale skin patches on dorsal surface behind dorsal fin & on caudal peduncle; lethargy; most commonly occurs in nursery phase; in older juveniles a mouth form with erosion of skin around upper & lower jaws has been seen; associated with overstocking, tank rearing, poor hygiene & skin trauma",Treatment in potassium permanganate or copper baths may help in early disease; antibiotic treatment,NA,NA,NA,NA
Scophthalmus maximus,Amoebic Gill Disease (AGD),Neoparamoeba pemaquidensis,Ectoparasite,Gill parasitism; respiratory impairment,Freshwater bath,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Trichodiniasis,Trichodina sp.,Ectoparasite,Flashing; skin darkening; lethargy; breathing difficulties; rubbing gill cover & body against rearing surfaces,Disinfectant bath,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Scuticociliatosis,Philasteridis dicentrarchi,"Ecto, Endoparasite",Cutaneous ulcers; darkened skin; swimming behaviour alterations; bulging eyes; abdominal distension,Density reduction,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Microsporidiosis,Tetramicra brevifilum,Endoparasite,–,Density reduction,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Myxosporidiosis,Enteromysum scophthalmi,Endoparasite,Numerous white cysts on the skin and gills,Density reduction; complete disinfection of facilities,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Flexibacteriosis,Tenacibaculum maritimun,Bacteria,Grey patches in dorsal fin area at first; lesions in head and mouth; sometimes gill rot,Vaccine; antibiotics,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Furunculosis,Aeromonas salmonicida,Bacteria,Boil-like skin lesions,Antibiotics; farm-made vaccines,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Streptococcosis,Streptococcus parauberis,Bacteria,"Haemorrhaging of fins, skin, and serosal surfaces; ulcers",Vaccine,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Vibriosis,Vibrio anguillarum,Bacteria,Darkened skin; lethargy; frayed fins; skin ulcers; exophthalmia,Vaccine; antibiotics,http://www.fao.org/fishery/culturedspecies/Psetta_maxima/en,NA,NA,NA
Scophthalmus maximus,Viral Haemorrhagic Septicaemia,VHS,Virus,"Bulging eyes and, in some cases, bleeding eyes; pale gills; swollen abdomen; lethargy",No treatment; statutory controls; vaccines being developed,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=373,NA,NA,NA
Scophthalmus maximus,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=374,NA,NA,NA
Scophthalmus maximus,IPN (Infectious Pancreatic necrosis),IPN,Virus,"Erratic swimming, eventually to bottom of tank where death occurs",NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=375,NA,NA,NA
Scophthalmus maximus,Infectious Haematopoietic Necrosis,IHN,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=376,NA,NA,NA
Scophthalmus maximus,Enteric redmouth disease, Yersinia rucker,Bacteria,NA,NA,https://www.fishbase.de/Diseases/diseasessummary.php?stockcode=1366&diseasesrefno=48849&discode=11&locality=not+specified&id=1348,NA,NA,NA
Sciaenops ocellatus,Viral nervous necrosis,Nodavirus,Virus,"Erratic swimming (spiralling, whirling); neuronal necrosis; swim bladder hyperinflation; darkened colour; reduced feeding","No known treatment; disinfection of culture systems between batches of fish (culture water - UV, ozone; materials - chlorine); culling of sick fish",http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D9,NA,NA,NA
Sciaenops ocellatus,Enteromyxosis (myxidiosis),Myxidium leei,Myxosporidian endoparasite,Spores in the mucosa of the digestive tract; inflammation of the digestive tract; discoloration; scale loss; skin ulcers,No known treatment; disinfection of culture systems; culling of sick fish,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D10,NA,NA,NA
Sciaenops ocellatus,Lymphocystis,Iridovirus,Virus,"Skin, fins & occasionally gills with enlarged white or pale red dermal fibroblasts (cauliflower-like growths)",No known treatment; disinfection of culture systems; quarantine fish - occasionally the fish will recover on their own; minimize stocking densities,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D11,NA,NA,NA
Sciaenops ocellatus,Crustacean ectoparasites (sea/fish lice),Copepods; isopods; branchiurans,External parasites,"Small crustaceans attached to gills, mouth, skin; skin ulcers","Fresh water dip (5-15 min); formalin dip (30 min, 2-4 ml formalin in 10 litres) - not approved for food fish",http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D12,NA,NA,NA
Sciaenops ocellatus,Vibriosis (systemic bacterial infection),Vibrio sp.,Bacterium,Swollen abdomen; skin ulcers; haemorrhages on body; protruded eyeball; lethargy; internal lesions,Antibacterials administered via the water or food; removal & treatment of diseased fish; disinfection of culture systems; reduce stress,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D13,NA,NA,NA
Sciaenops ocellatus,Systemic bacterial infection,Streptococcus iniaei,Bacterium,Skin ulcers; septicaemia; protruded eyeball; haemorrhages on body; darkened coloration,Antibacterials administered via water or food; removal & treatment of diseased fish; disinfection of culture system; reduce stress,http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D14,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA
Sciaenops ocellatus,Amyloodiniasis,Amyloodinium ocellatum,Dinoflagellate,"Trophont (appears as small whitish spots) on skin, fins &/or gills; weakness; anorexia; flashing; scratching","Fresh water dip (5-15 min); tank flushing (at least 6 tank volumes per day); filtration (microscreen, drum/ bead filters); copper sulphate - not approved for food fish; formalin dips (30 min, 2-4 ml formalin in 10 litres) - not approved for food fish",http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D15,NA,NA,NA
Sciaenops ocellatus,Cryptocaryonosis (marine white spot disease/marine ich),Cryptocaryon irritans,Protozoan external parasite,White dusting of the skin; respiratory distress; scratching; sloughing of skin; reduced feeding,"Reduced salinity (≤16‰ for ~14 days, ≤10‰ for 3 hours); low temperature <19 °C; copper sulphate - not approved for food fish; formalin dip (30 min, 2-4 ml formalin in 10 litres) - not approved for food fish",http://www.fao.org/fishery/culturedspecies/Sciaenops_ocellatus/en#tcNA00D16,NA,NA,NA
Sciaenops ocellatus,Red Sea Bream Iridoviral Disease,Iridovirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=315,NA,NA,NA
Sciaenops ocellatus,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=315,NA,NA,NA
Sciaenops ocellatus,NA,Pisicola sp,Leech,NA,NA,https://www.researchgate.net/publication/265966055_Ectoparasites_of_Red_Drum_Sciaenops_ocellatus_in_Pen_Culture_System_at_Setiu_Lagoon,NA,NA,NA
Sciaenops ocellatus,Crustacean ectoparasites (sea/fish lice),Nerocila sp,Ectoparasite,NA,NA,https://www.researchgate.net/publication/265966055_Ectoparasites_of_Red_Drum_Sciaenops_ocellatus_in_Pen_Culture_System_at_Setiu_Lagoon,NA,NA,NA
Sciaenops ocellatus,NA,Cryptocaryon irritans,ciliate protozoan,NA,NA,https://www.researchgate.net/publication/265966055_Ectoparasites_of_Red_Drum_Sciaenops_ocellatus_in_Pen_Culture_System_at_Setiu_Lagoon,NA,NA,NA
Sciaenops ocellatus,NA,Enteromyxum leei,Protozoa,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Rachycentron canadum,Amyloodiniasis,Amyloodinium ocellatum,Dinoflagellate,Coughing; flashing; operculum flared out; reluctance to feed; visible on gills & fins; appears as small dark spots on gill filaments under a stereoscope,Copper sulphate pentahydrate; decrease salinity in some cases (freshwater dip); flush system; formalin bath/treatment; mechanical filtration down to at least 40 microns,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D9,NA,NA,NA
Rachycentron canadum,Cryptocaryonosis; marine white spot,Cryptocaryon irritans,External protozoan,"White foci visible on skin; interconnected, larger masses of whitish spots",Prolonged copper immersion; freshwater dips; formalin treatment; decrease salinity to 15 ‰ or less for 2 weeks; decrease system temperature to <19 ºC,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D10,NA,NA,NA
Rachycentron canadum,"Sessile, colonial, ciliate infestation",Epistylis spp.,Stalked ciliate,"Reported during larval stage; white or reddish masses on the skin/fins, gill arches, or in mouth; more common in polluted waters; often associated with gram-negative bacterial condition called red sore disease",Formalin treatment; freshwater bath/dip; antibiotics for severe bacterial infection,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D11,NA,NA,NA
Rachycentron canadum,Trichodinosis,Trichodina sp.,Protozoan parasite,Reported during nursery stage; found on skin & gills; loss of appetite; lethargy; chronic low level mortality; often leads to secondary infections,Formalin treatment; freshwater bath; copper treatment; Praziquantel bath or prolonged immersion,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D12,NA,NA,NA
Rachycentron canadum,Monogenean infestation,Neobenedeniasp.,Monogenean flatworm parasite,Reported during grow-out stage; skin damage & ulceration; eroded fins; eye lesions which can lead to blindness,Formalin treatment; freshwater bath; copper treatment; Praziquantel bath or prolonged immersion,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D13,NA,NA,NA
Rachycentron canadum,Myxidiosis,Sphaerospora-like myxosporidean,Myxosporidian parasite,Poor appetite & ascites; enlarged kidney exhibiting patches or nodules; skin ulcers; spores in the digestive tract,No known treatment; disinfect system; quarantine affected fish,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D14,NA,NA,NA
Rachycentron canadum,Coccidiosis,Coccidia spp.,Protozoan parasite,Abdominal swelling; exopthalamy; cysts in liver tissue; varies with organ affected,Treat fish with oral monensin; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D15,NA,NA,NA
Rachycentron canadum,Lymphocystis,Iridovirus,Virus,"Reported during nursery stage; skin, fins & gills with white, bumpy growths",No known treatment; disinfect system; quarantine fish,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D16,NA,NA,NA
Rachycentron canadum,Pasteurellosis,Photobacterium damsela subsp. piscicida,Bacterium,"Whitish, granulomatous deposits on kidney, liver & spleen",None known but vaccine being developed,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D17,NA,NA,NA
Rachycentron canadum,Vibriosis,Vibrio alginolyticus,Bacteria,Swollen abdomen; skin ulcers; protruded eyes; lethargy; darkening of skin; ascites in peritoneal cavity,Administer antibiotics; remove diseased fish; disinfect system; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D18,NA,NA,NA
Rachycentron canadum,Vibriosis,Vibrio vulnificus,Bacteria,Swollen abdomen; skin ulcers; protruded eyes; lethargy; darkening of skin; ascites in peritoneal cavity,Administer antibiotics; remove diseased fish; disinfect system; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D18,NA,NA,NA
Rachycentron canadum,Vibriosis,Vibrio parahaemolyticus,Bacteria,Swollen abdomen; skin ulcers; protruded eyes; lethargy; darkening of skin; ascites in peritoneal cavity,Administer antibiotics; remove diseased fish; disinfect system; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D18,NA,NA,NA
Rachycentron canadum,Secondary bacterial infection (after Neobenedenia infestation),Streptococcus sp.,Bacterium,Can cause blindness in cobia; protruded eyes; skin ulcers; skin darkening,Administer antibiotics; remove diseased fish; disinfect system; reduce stress,http://www.fao.org/fishery/culturedspecies/Rachycentron_canadum/en#tcNA00D19,NA,NA,NA
Rachycentron canadum,Red Sea Bream Iridoviral Disease,Iridovirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=346,NA,NA,NA
Rachycentron canadum,Viral Encephalopathy and Retinopathy,Betanodavirus,Virus,NA,NA,https://www.cefas.co.uk/international-database-on-aquatic-animal-diseases/species-data/?id=346,NA,NA,NA
Rachycentron canadum,NA,Anisakis simplex,Nematode,NA,NA,Seafoodwatch,Shih et al. 2010,NA,NA
