Species,AGENT,TYPE,country_name,PRODUCTION_AREA,ISO3_Code,COUNTRY,mean_prod,ISO_N3,ECOREGION
Lates calcarifer,Diplectanum sp.,Monogenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Gyrodactylus sp.,Monogenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Neobenedinia melleni,Monogenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Pseudorhabdosynochus sp. ,Monogenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Henneguya sp.,Myxozoa,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Kudoa sp.,Myxozoa,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Hysterothylacium cornutum,Nematoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Raphidascaris sp.,Nematoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Terranova sp. ,Nematoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Lymphocystis disease virus,Virus,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Piscine nodavirus,Virus,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Aphanomyces invadans,Oomycetes,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Betanodaviridae,Virus,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus epidemicus,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus  chiastos,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus  orientalis,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus pagrosomi,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus  punctatus,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Caligus rotundigenitalis,Copepoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Eimeria,Protozoa,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Flexibacter,Bacteria,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Laticola spp,Monogenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Parasanguinicola vastispina,Digenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Psilostomum,Digenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Rocinela latis,Isopoda,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Stephanostomum cloacum,Digenea,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Zeylanicobdella arugamensis,Clitellata,Myanmar,57,MMR,104,165.1542294,104,Northern Bay of Bengal
Lates calcarifer,Serrasentis sagittifer,Acanthocephala,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Aeromonas caviae,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Aeromonas hydrophila,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Aeromonas sobria,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Chlamydia,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Cytophaga sp.,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Flavobacterium columnare,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Pseudomonas sp.,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Streptococcus iniae,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Tenacibaculum maritimum,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Various Gram-negative bacteria,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Vibrio anguillarum,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Vibrio harveyi,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Nybelinia indica,Cestoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Parotobothrium balli,Cestoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Scolex pleuronectis,Cestoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Chilodonella hexasticha,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Cryptocaryon irritans,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Epistylis sp.,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Ichthyobodo necator,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Pleistophora sp.,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Trichodina sp.,Ciliophora,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Aega sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Argulus sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Epinephelus coicoides,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Gnathia sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Jassa sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Lemathropus latis,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Lembos sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Lernaea cyprinacea,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Lernanthropus latis,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Microjassa sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Nerocila sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Stenothole sp.,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Prosorhynchus,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Pseudometadena celebensis,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Sanguinicolidae,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Amyloodinium ocellatum,Dinoflagellate,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Piscinoodinium sp.,Dinoflagellate,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Achlya sp.,Fungi,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Saprolegnia sp.,Fungi,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Benedenia epinepheli,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Benedenia lutjani,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Dactylogyrus sp.,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Diplectanum sp.,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Gyrodactylus sp.,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Neobenedinia melleni,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Pseudorhabdosynochus sp. ,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Henneguya sp.,Myxozoa,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Kudoa sp.,Myxozoa,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Hysterothylacium cornutum,Nematoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Raphidascaris sp.,Nematoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Terranova sp. ,Nematoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Lymphocystis disease virus,Virus,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Piscine nodavirus,Virus,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Aphanomyces invadans,Oomycetes,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Betanodaviridae,Virus,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus epidemicus,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus  chiastos,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus  orientalis,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus pagrosomi,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus  punctatus,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Caligus rotundigenitalis,Copepoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Eimeria,Protozoa,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Flexibacter,Bacteria,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Laticola spp,Monogenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Parasanguinicola vastispina,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Psilostomum,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Rocinela latis,Isopoda,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Stephanostomum cloacum,Digenea,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Lates calcarifer,Zeylanicobdella arugamensis,Clitellata,Cambodia,71,KHM,116,147.7777778,116,Gulf of Thailand
Salmo salar,Aeromonas salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Aliivibrio salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Anisakis simplex,Nematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Aquatic birnavirus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Betanodavirus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Brachyphallus crenatus,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Caligus clemensis,Copepoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Caligus elongatus,Copepoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Caligus rogercresseyi,Copepoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Chloromyxum sp.,Ciliophora,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Crepidostomum farionis,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Crepidostomum metoecus,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Derogens varicus,Digenea,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Diphillobothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Diplostomum sp.,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Discocotyle sagittata,Monogenea,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Echinorhynchus gadi,Acanthocephala,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Eubothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Flavobacterium columnare,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Gyrodactylus salaris,Monogenea,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Hemiurus levinseni,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Henneguya salminicola ,Myxozoa,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Hysterothylacium aduncum,Nematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Ichthyobodo necator,Ciliophora,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Ichthyophthirius multifilis,Ciliophora,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Infectious haematopoietic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Infectious pancreatic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Kudoa thyrsites,Myxozoa,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Lecithaster gibbosus,Trematoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Lepeophtheirus salmonis,Copepoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Moritella viscose,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Myxobolus cerebralis,Myxozoa,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Neoparamoeba pemaquidensis,Amoebozoa,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Paranucleospora theridion,Microsporidia,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Piscine myocarditis virus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Piscine reovirus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Piscirickettsia salmonis,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Proteocephalus sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Renibacterium salmoninarum,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Salmincola salmoneus,Copepoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Salmon Alpha Virus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Salmon isavirus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Saprolegnia sp.,Fungi,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Scolex pleuronectis,Cestoda,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Tenacibaculum finnmarkense,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Trichodina sp.,Ciliophora,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Vibrio anguillarum,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Viral hemorrhagic septicemia virus,Virus,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Yersinia ruckeri,Bacteria,Canada,21,CAN,124,29922.4,124,Northern Grand Banks - Southern Labrador
Salmo salar,Aeromonas salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Aliivibrio salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Anisakis simplex,Nematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Aquatic birnavirus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Betanodavirus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Brachyphallus crenatus,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Caligus clemensis,Copepoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Caligus elongatus,Copepoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Caligus rogercresseyi,Copepoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Chloromyxum sp.,Ciliophora,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Crepidostomum farionis,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Crepidostomum metoecus,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Derogens varicus,Digenea,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Diphillobothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Diplostomum sp.,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Discocotyle sagittata,Monogenea,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Echinorhynchus gadi,Acanthocephala,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Eubothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Flavobacterium columnare,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Gyrodactylus salaris,Monogenea,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Hemiurus levinseni,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Henneguya salminicola ,Myxozoa,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Hysterothylacium aduncum,Nematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Ichthyobodo necator,Ciliophora,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Ichthyophthirius multifilis,Ciliophora,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Infectious haematopoietic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Infectious pancreatic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Kudoa thyrsites,Myxozoa,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Lecithaster gibbosus,Trematoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Lepeophtheirus salmonis,Copepoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Moritella viscose,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Myxobolus cerebralis,Myxozoa,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Neoparamoeba pemaquidensis,Amoebozoa,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Paranucleospora theridion,Microsporidia,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Piscine myocarditis virus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Piscine reovirus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Piscirickettsia salmonis,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Proteocephalus sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Renibacterium salmoninarum,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Salmincola salmoneus,Copepoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Salmon Alpha Virus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Salmon isavirus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Saprolegnia sp.,Fungi,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Scolex pleuronectis,Cestoda,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Tenacibaculum finnmarkense,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Trichodina sp.,Ciliophora,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Vibrio anguillarum,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Viral hemorrhagic septicemia virus,Virus,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Yersinia ruckeri,Bacteria,Canada,21,CAN,124,29922.4,124,Gulf of St. Lawrence - Eastern Scotian Shelf
Salmo salar,Aeromonas salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Aliivibrio salmonicida,Bacteria,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Anisakis simplex,Nematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Aquatic birnavirus,Virus,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Betanodavirus,Virus,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Brachyphallus crenatus,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Caligus clemensis,Copepoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Caligus elongatus,Copepoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Caligus rogercresseyi,Copepoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Chloromyxum sp.,Ciliophora,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Crepidostomum farionis,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Crepidostomum metoecus,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Derogens varicus,Digenea,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Diphillobothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Diplostomum sp.,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Discocotyle sagittata,Monogenea,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Echinorhynchus gadi,Acanthocephala,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Eubothrium sp.,Cestoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Flavobacterium columnare,Bacteria,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Gyrodactylus salaris,Monogenea,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Hemiurus levinseni,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Henneguya salminicola ,Myxozoa,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Hysterothylacium aduncum,Nematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Ichthyobodo necator,Ciliophora,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Ichthyophthirius multifilis,Ciliophora,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Infectious haematopoietic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Infectious pancreatic necrosis virus,Virus,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Kudoa thyrsites,Myxozoa,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Lecithaster gibbosus,Trematoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
Salmo salar,Lepeophtheirus salmonis,Copepoda,Canada,21,CAN,124,29922.4,124,Southern Grand Banks - South Newfoundland
